1100001LEONARDO MACHADO    8253886398493274885063791
2200002VITOR SERRA         7530014338350680452722532
3300003JULIANA FREITAS     6587847536435937418019169
4400004GUSTAVO BARBOSA     1622755293085123491665179
5100005ALINE SOUZA         6175300566336455737223957
1200006PEDRO ALMEIDA       8968287162792179543838444
2300007JULIANA FREITAS     0261576826056526920555808
3400008PEDRO ALMEIDA       4905920530642373456368809
4100009JULIANA FREITAS     6145069027737553268783279
5200010PAULO LIMA          1500340483086371413803233
1300011JOAO SILVA          7736106801983037327232789
2400012PAULO LIMA          1917363575313111345251604
3100013RICARDO CARVALHO    5312765632507657174496463
4200014LAURA LOBO          6577310775146833716972284
5300015PEDRO ALMEIDA       3365350419659274421423946
1400016DANIEL NASCIMENTO   3874119348273320962383529
2100017MARIA OLIVEIRA      7009804888013956773061863
3200018ROSA COSTA          2495268981497159642607291
4300019RICARDO CARVALHO    5723446500330608417998398
5400020RICARDO CARVALHO    8840622675221272921654552
1100021LEONARDO MACHADO    8792102131948319145388931
2200022MARCELO FERREIRA    9107023365452681804833765
3300023LAURA LOBO          3318125125824589959508876
4400024JOAO SILVA          3525900977287842775250825
5100025JULIANA FREITAS     0388060720677810032076380
1200026JULIANA FREITAS     7546570555727153914983157
2300027JULIANA FREITAS     6783934844640733960274924
3400028DANIEL NASCIMENTO   0212053676785067855241094
4100029ALINE SOUZA         4812736803442837054841958
5200030FERNANDA BATISTA    2490622346681725328851620
1300031JOAO SILVA          3949908112165037018135504
2400032GUSTAVO BARBOSA     7756689973314812633928343
3100033RENATA RIBEIRO      3083573641018901919955990
4200034ROSA COSTA          4281233098577152145960199
5300035BRUNO RODRIGUES     3486967363801853777639422
1400036ROSA COSTA          5086510431543738540761564
2100037FERNANDA BATISTA    4902326346160910735391097
3200038PEDRO ALMEIDA       4706415255202519206891578
4300039PEDRO ALMEIDA       5901604144352760316126689
5400040BRUNO RODRIGUES     9725034360295508683568292
1100041MARCELO FERREIRA    8528844827253690687953631
2200042JULIANA FREITAS     7247752382530270168502137
3300043DANIEL NASCIMENTO   1200210307227440094664475
4400044GUSTAVO BARBOSA     0569128878966137619002866
5100045JULIANA FREITAS     7619542648238493064328529
1200046VITOR SERRA         8691654582918034958844032
2300047JOAO SILVA          3774146199346341919753041
3400048ANA PEREIRA         4451271371830111253113467
4100049ANA PEREIRA         2751333061020825504435203
5200050VITOR SERRA         2695009841769808180937774
1300051CARLOS SANTOS       7243597901324645801784471
2400052PAULO LIMA          6475651590192762569196129
3100053ADRIANA MOURA       5869784272019509154637100
4200054BRUNO RODRIGUES     6421974354604241141382305
5300055MARCELO FERREIRA    2087118617177558298538756
1400056PAULO LIMA          7360632654843591800534117
2100057VITOR SERRA         6493835549698943242146233
3200058RENATA RIBEIRO      7990103328561055387313311
4300059RICARDO CARVALHO    0175633161775320519647379
5400060ADRIANA MOURA       9994479683204124441029030
1100061JOAO SILVA          3407441311890071045268846
2200062ROSA COSTA          6689405233563867359465613
3300063JOAO SILVA          8852398560693864013178753
4400064JOAO SILVA          0404726136491906493728535
5100065ALINE SOUZA         0426664470183452918612582
1200066MARIA OLIVEIRA      9804076013775939937900421
2300067BRUNO RODRIGUES     0080048958308559657378615
3400068RENATA RIBEIRO      8803202557680333316807580
4100069BRUNO RODRIGUES     2115687790667447083130784
5200070MARCELO FERREIRA    2993572525252270606503627
1300071PAULO LIMA          8394936191730984810863496
2400072PAULO LIMA          3189046263967757991997609
3100073PAULO LIMA          5805971903882602583843282
4200074PEDRO ALMEIDA       6468662616303447254928372
5300075CARLOS SANTOS       6065294976301816100613319
1400076RICARDO CARVALHO    0882596169813425192496926
2100077DANIEL NASCIMENTO   0610187636135817045200672
3200078LEONARDO MACHADO    4874125632163328062333628
4300079ADRIANA MOURA       4108867754830349420860157
5400080MARCELO FERREIRA    0517854159711339045375502
1100081ADRIANA MOURA       5764903201745597131334220
2200082PEDRO ALMEIDA       0253165575906452422970868
3300083RENATA RIBEIRO      1655057845952613862295918
4400084PEDRO ALMEIDA       1121199168952089791638906
5100085PEDRO ALMEIDA       3148598386722348466436535
1200086LAURA LOBO          4578661628385971772892663
2300087BRUNO RODRIGUES     0609970783625930546609078
3400088PAULO LIMA          2453194373302643949664084
4100089GUSTAVO BARBOSA     5453063968779648159760861
5200090LAURA LOBO          6633093020582065307968876
1300091RENATA RIBEIRO      4791044540439411966143353
2400092JOAO SILVA          5256417507542608576121285
3100093JOAO SILVA          9342792679067711031059473
4200094MARCELO FERREIRA    5545663897843902198717973
5300095ADRIANA MOURA       1850141735502955280282149
1400096RICARDO CARVALHO    8022987499508869594482293
2100097PEDRO ALMEIDA       3909532722791054274434473
3200098JOAO SILVA          4440582933734795592510815
4300099JOAO SILVA          6416301215572399610541313
5400100ANA PEREIRA         5818525349194136115992434
