000002FERNANDA CASTRO               00806219117
000003RICARDO BRAGA                 00173146144
000006GUSTAVO RIBEIRO               00545092636
000007MARCELA DIAS                  00356294591
000010LUIZ FERNANDO                 00679129455
000011PEDRO HENRIQUE                00442904218
000013LUIZ FERNANDO                 00456385892
000015LUIZ FERNANDO                 00899589770
000018CARLOS PEREIRA                00557169084
000021NATALIA MENEZES               00572874131
000023ANA LIMA                      00242911900
000027ROBERTO MOURA                 00566945093
000028GUSTAVO RIBEIRO               00266025109
000030JOAO DA SILVA                 00898424505
000031CARLOS PEREIRA                00504128906
000032ANA LIMA                      00198970943
000033JOAO DA SILVA                 00627305766
000034PEDRO HENRIQUE                00075924180
000036FERNANDA CASTRO               00436050073
000037NATALIA MENEZES               00403025322
000039MARCELA DIAS                  00303014562
000041PAULA FREITAS                 00741942618
000042VIVIANE TEIXEIRA              00164173695
000043ANDRE COSTA                   00363199509
000045MARCELA DIAS                  00605452320
000046ANDRE COSTA                   00237766090
000047RICARDO BRAGA                 00303394483
000049FERNANDA CASTRO               00799191878
000050TATIANA ALMEIDA               00290581471
000053BRUNO LIMA                    00597947272
000056GUSTAVO RIBEIRO               00495005110
000057RICARDO BRAGA                 00308707998
000058PEDRO HENRIQUE                00178612938
000059BRUNO LIMA                    00215802267
000060RICARDO BRAGA                 00540013816
000061JULIANA MATTOS                00520582105
000062TATIANA ALMEIDA               00906905303
000066DANIELA SOUZA                 00324356444
000067MARIA OLIVEIRA                00246720073
000068GUSTAVO RIBEIRO               00081502878
000069ROBERTO MOURA                 00198654094
000070MARIA OLIVEIRA                00801858000
000071ANDRE COSTA                   00757487877
000078BRUNO LIMA                    00704438448
000079FERNANDA CASTRO               00195403820
000084CARLOS PEREIRA                00183135139
000085PEDRO HENRIQUE                00086326735
000087FABIO ARAUJO                  00661681263
000089LUIZ FERNANDO                 00118944938
000091JULIANA MATTOS                00542435966
000092GUSTAVO RIBEIRO               00434148782
000094ANDRE COSTA                   00953609730
000096VIVIANE TEIXEIRA              00568447522
000097ROBERTO MOURA                 00696735353
000098ANA LIMA                      00039097125
000099PEDRO HENRIQUE                00750038852
000100TATIANA ALMEIDA               00645392648
